"paper_type","revenue","account_id","account_manager","account_name","business_size","cancelled_at","days_to_close","days_to_ship","discount","index","order_id","payment_cycle","price","product_id","product_name","purchased_at","quantity","rating","returned_at","review","reviewed_at","shipping_address","shipping_city","shipping_cost","shipping_latitude","shipping_longitude","shipping_mode","shipping_region","shipping_state","shipping_zip","status","order_contact_name","order_contact_email"
"Multipurpose",7037.099999999999,"60906229fc13ae0a6b000220","Michael Scott","Macejkovic-Will",694,,20,3,,3,"091631d5-b1c3-4896-a1d5-67d931dbd202","WEEK",78.19,"OX9001","Boise X-9 Multipurpose Paper, 20 lbs., 92 Brightness, 500 Sheets/Ream, 10 Reams/Carton",2021-03-13 06:57:19.000,90,3,,"Not a visionary company, but they get the job done.",2021-04-06 06:28:31.000,"501 Vernon Crossing","North Joanyville",100,39.395154,-101.061478,"EXPRESS","South","AL",67718,"COMPLETED","Rosie Cat","rosie@macejkovic-will.com"
"Printer",2500,"60906229fc13ae0a6b0002d8","Creed Patton","McGlynn-Treutel",728,,63,4,,11,"095b134f-e9ae-49f2-a90b-e14cb690fcb8","WEEK",25,"51747084B","JAM Paper® Ledger Strathmore 24lb Paper, 11 x 17 Tabloid, Bright White Wove, 500 Sheets/Ream",2021-11-05 10:22:17.000,100,,,,,"494 Maryland Trail","South Bertramside",100,38.638896,-75.615899,"EXPRESS","South","AL",19974,"COMPLETED","Ozzie Koala","ozzie@mcglynn-treutel.com"
"Printer",500,"60906229fc13ae0a6b00026f","Phyllis Vance","Hansen, Gutmann and Davis",907,,77,3,,13,"0979b1ed-a7f3-4aad-adbd-90be5ba49f57","ANNUAL",25,"51747084B","JAM Paper® Ledger Strathmore 24lb Paper, 11 x 17 Tabloid, Bright White Wove, 500 Sheets/Ream",2021-08-14 07:15:54.000,20,,,,,"543 Thompson Way","North Caterina",100,44.4945,-70.734421,"EXPRESS","Midwest","KS",4237,"COMPLETED","Rhonda Rhino","rhonda@hansen.com"
"Multipurpose",14074.199999999999,"60906229fc13ae0a6b000034","Angela Martin","Cormier, Waelchi and Pacocha",819,,26,5,,8,"09916cd5-aee2-4c2e-993c-413846635467","BIWEEK",78.19,"OX9001","Boise X-9 Multipurpose Paper, 20 lbs., 92 Brightness, 500 Sheets/Ream, 10 Reams/Carton",2021-08-14 12:46:55.000,180,4,,"The selections aren't big, but they have just what you need.",2021-09-07 10:37:19.000,"28775 Sundown Place","Gaylordtown",100,40.892581,-81.332063,"EXPRESS","West","OR",44729,"COMPLETED","Maple Cub","maple@cormier.com"
"Printer",1000,"60906229fc13ae0a6b00039f","Dwight Schrute","Donnelly-Kiehn",837,,51,1,,3,"09ab57f4-188e-4b0c-b0d9-8473ba51ef82","ANNUAL",25,"51747084B","JAM Paper® Ledger Strathmore 24lb Paper, 11 x 17 Tabloid, Bright White Wove, 500 Sheets/Ream",2021-06-04 14:07:50.000,40,,,,,"7817 Pankratz Avenue","New Savannahville",100,46.041777,-90.473291,"EXPRESS","Northeast","ME",54514,"COMPLETED","Snooty Anteater","snooty@donnelly-kiehn.com"
"Multipurpose",288480,"60906229fc13ae0a6b0001a6","Ryan Howard","Sawayn, Bradtke and Nader",566,,0,7,,11,"09b5288b-2821-4e72-8eab-c46040c8d522","BIWEEK",1803,"TR56962-LQO","TRU RED™ Multipurpose Paper, 20 lbs., 96 Bright, 500 /Ream, 10 Reams/Carton, 40 Cartons/Pallet",2021-06-05 11:16:06.000,160,4,,"The one thing that keeps me coming back is the relationship that I have with my account manager. They're GREAT!",2021-07-03 14:37:42.000,"528 Cordelia Place","Lake Patrick",100,40.204403,-74.149231,"EXPRESS","West","MT",7727,"COMPLETED","Kid Cat Cat","kid cat@sawayn.com"
"Multipurpose",3959.3999999999996,"60906229fc13ae0a6b000331","Pam Beesly","Bartell-Ernser",439,,135,3,5.28,5,"0a0ccedd-988b-48fe-8ac4-c8ecf10c3428","WEEK",65.99,"3R02047","Xerox Vitality Multipurpose Paper, 8.5"" x 11"", 20 lbs., White, 500 Sheets/Ream, 10 Reams/Carton",2021-06-27 03:18:29.000,60,5,,"Never had a problem with Dunder Mifflin",2021-07-16 00:40:05.000,"1 Buell Court","Port Budbury",,47.509953,-116.718368,"REGULAR","Northeast","NY",83833,"COMPLETED","Nana Monkey","nana@bartell-ernser.com"
"Kraft Roll",2492,"60906229fc13ae0a6b000396","Kelly Kapoor","Abernathy-Stracke",575,,19,4,7.12,11,"0a14aee1-5e56-4a1b-8a8a-1d308a848856","WEEK",35.6,"C2130240ST","Delta Paper Kraft Paper Roll, Brown, 30 lbs., 24"" x 1200', 1 Roll",2021-01-01 08:03:25.000,70,5,,"Order shipped quickly and arrived in great shape",2021-01-29 23:53:49.000,"3 Fremont Park","New Eldorafort",100,36.288406,-109.255418,"EXPRESS","South","WV",86720,"COMPLETED","Carrie Kangaroo","carrie@abernathy-stracke.com"
"Cardstock",22345.699999999997,"60906229fc13ae0a6b00022a","Dwight Schrute","Klein, Ebert and Hills",3947,,97,7,30.94,7,"0a734622-681a-445d-b7bd-1e697aadb77c","ANNUAL",171.89,"3R11458","Xerox Bold 8.5"" x 11"" Cardstock Paper, 80 lbs, 94 Brightness, 250/Ream, 8 Reams/Carton",2021-06-17 08:02:01.000,130,4,,"One minor suggestion for improvement: it'd be cool if Dundler Mifflin had a shipping program similar to Amazon Prime. It would make the buying and shipping process SO much better!",2021-06-28 00:21:13.000,"306 Nancy Circle","Domenickmouth",100,42.848945,-124.085233,"EXPRESS","West","MT",97466,"COMPLETED","Tutu Bear","tutu@klein.com"
"Kraft Roll",356,"60906229fc13ae0a6b0002d7","Meredith Palmer","Oberbrunner Inc",652,,6,10,8.54,2,"0b5cc40b-7c1c-43d2-bbdd-2bf28028dda1","ANNUAL",35.6,"C2130240ST","Delta Paper Kraft Paper Roll, Brown, 30 lbs., 24"" x 1200', 1 Roll",2021-04-08 04:46:09.000,10,4,,"I don't like that I have to mix and match from the limited options they have to get what I want. There's very little flexibility in customizations.",2021-04-26 15:48:33.000,"86 John Wall Avenue","Arneview",,41.191052,-73.967562,"REGULAR","West","WY",10927,"COMPLETED","Elmer Horse","elmer@oberbrunner.com"
"Multipurpose",14856.1,"60906229fc13ae0a6b000306","Andy Bernard","Nikolaus-Runte",71,,106,10,,4,"0b793046-0609-483c-86f6-905010b0a6e8","MONTH",78.19,"OX9001","Boise X-9 Multipurpose Paper, 20 lbs., 92 Brightness, 500 Sheets/Ream, 10 Reams/Carton",2021-08-23 21:34:44.000,190,5,,"We've been buying from Dunder Mifflin for a few years now and each time they do not disappoint!",2021-09-09 19:10:44.000,"72213 Talmadge Lane","Cartwrightfort",,43.090933,-96.205811,"REGULAR","West","OR",51299,"COMPLETED","Cally Squirrel","cally@nikolaus-runte.com"
"Multipurpose",11728.5,"60906229fc13ae0a6b0003ac","Stanley Hudson","Schroeder LLC",22,,117,7,,9,"0bab86d4-ceb1-4d37-97de-bb6037150493","MONTH",78.19,"OX9001","Boise X-9 Multipurpose Paper, 20 lbs., 92 Brightness, 500 Sheets/Ream, 10 Reams/Carton",2021-06-12 08:48:40.000,150,4,,"Excellent customer service. The product itself is standard, but I enjoy working with my account manager so much that we end up resubscribing.",2021-07-11 00:10:16.000,"2476 Boyd Avenue","Jenkinsbury",,44.971976,-93.233777,"REGULAR","South","OK",55474,"COMPLETED","Savannah Horse","savannah@schroeder.com"
"Printer",1000,"60906229fc13ae0a6b000100","Pam Beesly","Harris PLC",477,,146,8,,10,"0beea6e3-db1b-4d03-8961-d7e2aa9defa4","ANNUAL",25,"51747084B","JAM Paper® Ledger Strathmore 24lb Paper, 11 x 17 Tabloid, Bright White Wove, 500 Sheets/Ream",2021-12-30 00:15:49.000,40,,,,,"60 Lunder Trail","Yundtton",,39.234381,-94.482919,"REGULAR","West","OR",64160,"COMPLETED","Caroline Squirrel","caroline@harris.com"
"Printer",1319,"60906229fc13ae0a6b000249","Michael Scott","Wehner-Hane",489,,10,10,,1,"0c2bda4a-ced5-447b-925e-d91593990451","BIWEEK",13.19,"20270","Astrobrights Color Paper, 24 lb./89 gsm, Neon 5-Color Assortment, 500 Sheets/Pack",2021-04-02 04:47:04.000,100,4,,"The one thing that keeps me coming back is the relationship that I have with my account manager. They're GREAT!",2021-04-29 13:25:28.000,"0 Washington Park","Lebsackville",,40.418795,-92.719744,"REGULAR","West","WY",63594,"COMPLETED","Broffina Chicken","broffina@wehner-hane.com"
"Multipurpose",207008.1,"60906229fc13ae0a6b0000a1","Pam Beesly","Paucek Inc",3634,,21,0,,2,"0c3954b7-39fc-45dd-a74c-950102b8062b","ANNUAL",2300.09,"2700-LQO","EarthChoice Multipurpose Paper, 20 lbs., 92 Brightness, 40 Cases/Pallet",2021-07-16 20:29:38.000,90,3,,"Not a bad option if you're still using paper. Our company is trying to move to digital in the next few years.",2021-08-02 03:56:02.000,"89 Barby Park","New Violet",100,44.269042,-72.38887,"EXPRESS","Northeast","NY",5668,"COMPLETED","Rowan Tiger","rowan@paucek.com"
"Multipurpose",54090,"60906229fc13ae0a6b0003e1","Phyllis Vance","Kutch LLC",271,,35,6,,8,"0c59d3da-ac66-446c-8697-112b7cf28928","WEEK",1803,"TR56962-LQO","TRU RED™ Multipurpose Paper, 20 lbs., 96 Bright, 500 /Ream, 10 Reams/Carton, 40 Cartons/Pallet",2021-08-22 06:19:00.000,30,3,,"Wish they had more selection. I have to order paper from various sources just to make sure that our company is completely stocked.",2021-09-01 19:45:24.000,"55370 Declaration Terrace","North Lenoreview",100,40.073118,-75.124431,"EXPRESS","West","MT",19028,"COMPLETED","Violet Gorilla","violet@kutch.com"
"Multipurpose",9382.8,"60906229fc13ae0a6b00019f","Dwight Schrute","Runolfsson, Schmidt and Bruen",969,,142,7,,11,"0c5d00cb-e971-428a-9a49-0c10c45f6013","WEEK",78.19,"OX9001","Boise X-9 Multipurpose Paper, 20 lbs., 92 Brightness, 500 Sheets/Ream, 10 Reams/Carton",2021-09-27 00:30:19.000,120,1,,"Who even uses paper nowadays? Such a waste of trees and so bad for the environment",2021-10-11 06:30:19.000,"434 3rd Way","East Elodyberg",100,42.282379,-71.436621,"EXPRESS","West","WY",1713,"COMPLETED","Whitney Wolf","whitney@runolfsson.com"
"Cardstock",258.3,"60906229fc13ae0a6b00004c","Dwight Schrute","Mueller-Jaskolski",170,,8,6,,12,"0caa2083-7b60-41f2-868c-6cf9009e8fa9","BIWEEK",3.69,"91335","Neenah Paper Creative Collection Basic 8.5"" x 11"" Cardstock Paper, 65 lbs., 50 Sheets/Pack",2021-10-04 23:47:29.000,70,1,,"If you get Dwight as your account manager, make sure you switch ASAP. Even better, just switch companies. I heard Prince Paper is pretty good.",2021-11-02 05:33:05.000,"7 Sage Street","Robelhaven",100,34.826879,-79.213242,"EXPRESS","West","MT",28378,"COMPLETED","Walker Dog","walker@mueller-jaskolski.com"
"Printer",4250,"60906229fc13ae0a6b00001a","Stanley Hudson","Reinger and Sons",310,2021-11-25 04:08:36.000,76,,,5,"0d19991f-a0c4-40f2-b0ad-7ea77999aa12",,25,"51747084B","JAM Paper® Ledger Strathmore 24lb Paper, 11 x 17 Tabloid, Bright White Wove, 500 Sheets/Ream",2021-06-07 13:46:52.000,170,,,,,"0 Jay Crossing","South Max",,36.288406,-109.255418,,"South","MS",86995,"CANCELLED","Norma Cow","norma@reinger.com"
"Multipurpose",391015.30000000005,"60906229fc13ae0a6b0000fd","Erin Hannon","Sporer-Harris",1186,,5,7,,4,"0d1b1423-413e-456d-aa5f-39171256da6a","WEEK",2300.09,"2700-LQO","EarthChoice Multipurpose Paper, 20 lbs., 92 Brightness, 40 Cases/Pallet",2021-08-27 03:39:21.000,170,5,,"We've been buying from Dunder Mifflin for a few years now and each time they do not disappoint!",2021-09-14 04:36:57.000,"6626 Pleasure Alley","D'Amorefort",,32.673313,-80.765932,"REGULAR","West","HI",29950,"COMPLETED","Jeremiah Frog","jeremiah@sporer-harris.com"
"Kraft Roll",1799.7,"60906229fc13ae0a6b000324","Creed Patton","Trantow, Breitenberg and Rolfson",251,,76,1,7.8,6,"0d872ac5-d22f-49e7-b94f-b1a9a5d76ae8","WEEK",59.99,"310-36-40","Delta Paper Butcher Paper Roll, White, 40 lbs., 36"" x 1000', 1 Roll",2021-09-27 00:04:37.000,30,3,,"Ok experience. I don't feel any way about them.",2021-10-11 17:50:13.000,"92 Lerdahl Trail","Port Willie",,34.419502,-79.373048,"REGULAR","Northeast","NY",29536,"COMPLETED","Blanche Ostrich","blanche@trantow.com"
"Multipurpose",207008.1,"60906229fc13ae0a6b00017c","Andy Bernard","Durgan-Hermann",1528,,115,10,,6,"0d90e21a-db1f-4ab8-aade-5dedd75d30f9","ANNUAL",2300.09,"2700-LQO","EarthChoice Multipurpose Paper, 20 lbs., 92 Brightness, 40 Cases/Pallet",2021-10-22 01:43:29.000,90,4,,"Shipping takes forever but that's about it",2021-11-14 13:14:41.000,"5623 Sheridan Street","South Anneport",,43.638483,-75.286787,"REGULAR","West","WY",13383,"COMPLETED","Walker Dog","walker@durgan-hermann.com"
"Cardstock",738,"60906229fc13ae0a6b00021a","Kevin Malone","Bailey-King",605,,82,7,,2,"0da14751-bb79-4c55-8845-abffdf993bc8","BIWEEK",3.69,"91335","Neenah Paper Creative Collection Basic 8.5"" x 11"" Cardstock Paper, 65 lbs., 50 Sheets/Pack",2021-11-22 11:04:51.000,200,3,,"Average. Prince Paper has better shipping options and more selections.",2021-12-04 01:43:15.000,"5 Prairie Rose Way","New Jesusland",100,42.028057,-87.810967,"EXPRESS","West","WY",60744,"COMPLETED","Kid Cat Cat","kid cat@bailey-king.com"
"Multipurpose",138005.40000000002,"60906229fc13ae0a6b000161","Ryan Howard","Friesen, Torphy and Keebler",1861,,42,5,,9,"0ec83668-83d8-40f1-876e-af2fc102336e","ANNUAL",2300.09,"2700-LQO","EarthChoice Multipurpose Paper, 20 lbs., 92 Brightness, 40 Cases/Pallet",2021-12-24 14:27:51.000,60,3,,"Decent company. Wish they expanded their product offering.",2022-01-20 19:01:27.000,"86687 Manufacturers Terrace","North Alice",,41.093003,-80.626397,"REGULAR","Midwest","IN",44506,"COMPLETED","Clay Hamster","clay@friesen.com"
"Kraft Roll",7120,"60906229fc13ae0a6b000166","Erin Hannon","Stoltenberg Ltd",682,,23,2,1.42,12,"0ef757b5-c347-4cef-8e46-77c5686e4ef7","BIWEEK",35.6,"C2130240ST","Delta Paper Kraft Paper Roll, Brown, 30 lbs., 24"" x 1200', 1 Roll",2021-03-21 19:57:17.000,200,5,,"Ordering from them is a breeze! My sales rep took care of everything for me",2021-04-09 15:52:29.000,"622 Spenser Avenue","North Madalyntown",,30.964728,-95.325895,"REGULAR","Northeast","CT",75871,"COMPLETED","Erik Deer","erik@stoltenberg.com"
"Multipurpose",778.7,"60906229fc13ae0a6b0000af","Kelly Kapoor","Gusikowski, Dare and Littel",296,,72,7,,8,"0f64785d-9189-4624-8e4c-bd656405b40b","BIWEEK",5.99,"HPC8511","HP Office20 Multipurpose Paper, 20 lbs., 92 Brightness, 500/Ream",2021-04-27 02:11:49.000,130,,,,,"2846 Reindahl Alley","West Mercedesburgh",100,37.943335,-83.24893,"EXPRESS","West","MT",41493,"COMPLETED","Cyd Elephant","cyd@gusikowski.com"
"Copy",484399.3,"60906229fc13ae0a6b000099","Creed Patton","Hills-Yundt",295,,99,5,,12,"0ff212b7-0768-4475-80f5-dbc89dcdd457","BIWEEK",6919.99,"3r02047pl","Hammermill Copy Plus Copy Paper, 92 Brightness, 20lb, 8-1/2 X 11, White, 200,000 Sheets/CT",2021-02-06 18:53:56.000,70,,"2021-02-10 13:37:08",,,"83502 Farragut Point","South Augusta",,37.765445,-81.510219,"REGULAR","South","LA",24870,"RETURNED","Coach Bull","coach@hills-yundt.com"
"Kraft Roll",10198.300000000001,"60906229fc13ae0a6b0001cd","Andy Bernard","Fadel-Murazik",833,,139,4,1.2,4,"0ff29354-a4b3-450b-b399-0cf063d7debb","BIWEEK",59.99,"310-36-40","Delta Paper Butcher Paper Roll, White, 40 lbs., 36"" x 1000', 1 Roll",2021-05-20 03:26:10.000,170,3,,"I've never had a problem with Dunder Mifflin before, but this time my order was MISSING several bundles",2021-06-08 01:16:34.000,"339 Dryden Plaza","East Adriannaport",100,43.904933,-90.952867,"EXPRESS","South","MS",54614,"COMPLETED","Francine Rabbit","francine@fadel-murazik.com"
"Kraft Roll",1068,"60906229fc13ae0a6b0000ca","Kelly Kapoor","Tillman-Gerlach",408,,50,0,6.76,5,"10469bba-6b0a-46f6-9fc1-a8c4f8f56b04","ANNUAL",35.6,"C2130240ST","Delta Paper Kraft Paper Roll, Brown, 30 lbs., 24"" x 1200', 1 Roll",2021-11-02 14:26:59.000,30,5,,"5 stars!!!",2021-11-14 06:17:23.000,"6726 Arapahoe Lane","South Codymouth",100,37.12149,-107.885499,"EXPRESS","Northeast","CT",81310,"COMPLETED","Beardo Bear","beardo@tillman-gerlach.com"
"Kraft Roll",2999.5,"60906229fc13ae0a6b00004a","Erin Hannon","Wisozk PLC",227,,57,7,7.2,15,"10b3a5e2-4c31-4464-964a-3435a0bb5c0a","BIWEEK",59.99,"310-36-40","Delta Paper Butcher Paper Roll, White, 40 lbs., 36"" x 1000', 1 Roll",2021-07-19 22:19:50.000,50,3,,"Not a bad option if you're still using paper. Our company is trying to move to digital in the next few years.",2021-08-03 11:46:14.000,"36143 Luster Way","South Tiana",100,40.096483,-74.983217,"EXPRESS","West","CA",19277,"COMPLETED","Hazel Squirrel","hazel@wisozk.com"
"Copy",1037998.5,"60906229fc13ae0a6b000043","Dwight Schrute","Reynolds-Koepp",328,,118,4,,13,"10e587a5-f6b0-4830-9ba2-5e3cf1b99c3b","BIWEEK",6919.99,"3r02047pl","Hammermill Copy Plus Copy Paper, 92 Brightness, 20lb, 8-1/2 X 11, White, 200,000 Sheets/CT",2021-01-21 04:21:20.000,150,,"2021-01-27 4:35:44",,,"10 Goodland Place","Macejkovicfurt",,35.119482,-103.82223,"REGULAR","Midwest","OH",88401,"RETURNED","Merry Cat","merry@reynolds-koepp.com"
"Printer",3000,"60906229fc13ae0a6b000223","Creed Patton","Huels-Walter",539,,132,5,,2,"1105f3f0-852b-4961-9214-dbc6cd5528f8","BIWEEK",25,"51747084B","JAM Paper® Ledger Strathmore 24lb Paper, 11 x 17 Tabloid, Bright White Wove, 500 Sheets/Ream",2021-07-23 20:30:53.000,120,,,,,"77 New Castle Parkway","Johnnyport",100,38.09638,-91.159022,"EXPRESS","South","OK",65441,"COMPLETED","Cesar Gorilla","cesar@huels-walter.com"
"Multipurpose",360600,"60906229fc13ae0a6b0001ee","Creed Patton","Hirthe-Collins",632,,122,5,,1,"112c5fd3-482e-47ae-9066-5634e6107b4f","BIWEEK",1803,"TR56962-LQO","TRU RED™ Multipurpose Paper, 20 lbs., 96 Bright, 500 /Ream, 10 Reams/Carton, 40 Cartons/Pallet",2021-08-16 18:12:47.000,200,5,,"We've been buying from Dunder Mifflin for a few years now and each time they do not disappoint!",2021-09-13 09:05:35.000,"761 Mandrake Center","Jaststad",100,40.287904,-74.020019,"EXPRESS","South","WV",7795,"COMPLETED","Axel Elephant","axel@hirthe-collins.com"
"Kraft Roll",2399.6,"60906229fc13ae0a6b000267","Dwight Schrute","Reynolds PLC",732,2021-09-02 10:03:47.000,121,,3,15,"1131b880-9a1e-4097-8cda-c94925298ed1",,59.99,"310-36-40","Delta Paper Butcher Paper Roll, White, 40 lbs., 36"" x 1000', 1 Roll",2021-06-21 21:33:44.000,40,,,,,"26 Fieldstone Alley","Hickleland",,47.224432,-122.541082,,"Midwest","IN",98466,"CANCELLED","Chops Pig","chops@reynolds.com"
"Multipurpose",958.4000000000001,"60906229fc13ae0a6b0003dd","Ryan Howard","Haag-Smitham",599,,104,7,,6,"11ba6cad-4c52-46ce-9a43-1dcf553da653","BIWEEK",5.99,"HPC8511","HP Office20 Multipurpose Paper, 20 lbs., 92 Brightness, 500/Ream",2021-07-16 18:42:18.000,160,,,,,"80037 Cascade Place","East Jakobview",,42.019825,-97.442556,"REGULAR","West","MT",68706,"COMPLETED","Timbra Sheep","timbra@haag-smitham.com"
"Kraft Roll",7198.8,"60906229fc13ae0a6b000174","Oscar Martinez","Bechtelar, Schoen and Mertz",214,,144,3,13.2,15,"11c012c2-3775-4ec9-a949-ed05738ec86a","MONTH",59.99,"310-36-40","Delta Paper Butcher Paper Roll, White, 40 lbs., 36"" x 1000', 1 Roll",2021-11-21 15:30:00.000,120,5,,"We've been buying from Dunder Mifflin for a few years now and each time they do not disappoint!",2021-12-21 04:27:36.000,"3 Charing Cross Hill","New Rosemarie",100,43.377461,-72.13839,"EXPRESS","South","TN",3754,"COMPLETED","Croque Frog","croque@bechtelar.com"
"Cardstock",10313.4,"60906229fc13ae0a6b0001e8","Ryan Howard","Jerde Group",3636,,14,3,30.94,12,"11d36cac-05d0-4b08-94a1-dc0b9e0943c6","ANNUAL",171.89,"3R11458","Xerox Bold 8.5"" x 11"" Cardstock Paper, 80 lbs, 94 Brightness, 250/Ream, 8 Reams/Carton",2021-09-30 04:19:26.000,60,4,,"Shipping does take a bit long, but we think it's worth it for the superior customer service!",2021-10-27 13:26:38.000,"6 Northview Terrace","East Albin",,39.930459,-85.36958,"REGULAR","Northeast","ME",47363,"COMPLETED","Spike Rhino","spike@jerde.com"
"Multipurpose",5939.099999999999,"60906229fc13ae0a6b0002ba","Phyllis Vance","Hilpert-Conn",231,,19,6,13.86,10,"11db2248-1fea-4ad8-87d5-e404f933652e","BIWEEK",65.99,"3R02047","Xerox Vitality Multipurpose Paper, 8.5"" x 11"", 20 lbs., White, 500 Sheets/Ream, 10 Reams/Carton",2021-10-30 16:57:57.000,90,4,,"The sales person helped us figure out exactly what we needed. Great service!",2021-11-16 01:21:57.000,"8128 Raven Terrace","Buckridgeside",,47.093135,-94.468008,"REGULAR","South","TX",56484,"COMPLETED","Bianca Tiger","bianca@hilpert-conn.com"
"Printer",4000,"60906229fc13ae0a6b000334","Pam Beesly","Littel-Steuber",667,,17,6,,14,"11f7e69d-e728-4e21-8c44-30062f9a29b4","BIWEEK",25,"51747084B","JAM Paper® Ledger Strathmore 24lb Paper, 11 x 17 Tabloid, Bright White Wove, 500 Sheets/Ream",2021-06-19 05:51:56.000,160,,,,,"321 Muir Circle","East Laurianeville",100,42.170436,-75.943434,"EXPRESS","West","MT",13943,"COMPLETED","Cesar Gorilla","cesar@littel-steuber.com"
"Copy",100730,"60906229fc13ae0a6b0001bb","Angela Martin","Batz Inc",318,,69,7,,2,"122a71ca-f8a5-44d3-957e-fde54107345a","BIWEEK",1439,"324791-LQO","Copy Paper, 20 lbs., 92 Brightness, 500 Sheets/Ream, 40 Cases/Pallet",2021-03-27 03:46:48.000,70,5,,"Great customer service. Great product. Would purchase again!!",2021-04-12 00:25:12.000,"971 Atwood Plaza","Cristopherside",,47.610726,-98.565277,"REGULAR","South","WV",58464,"COMPLETED","Deli Monkey","deli@batz.com"
"Printer",3250,"60906229fc13ae0a6b00027b","Phyllis Vance","Wintheiser, Mohr and Hane",817,,33,8,,13,"1232d174-e7c9-404e-9a2c-825b704e6d30","WEEK",25,"51747084B","JAM Paper® Ledger Strathmore 24lb Paper, 11 x 17 Tabloid, Bright White Wove, 500 Sheets/Ream",2021-09-01 19:39:47.000,130,,,,,"10743 Rusk Park","Wolftown",,38.649547,-97.412961,"REGULAR","West","HI",67448,"COMPLETED","Hornsby Rhino","hornsby@wintheiser.com"
"Cardstock",184.5,"60906229fc13ae0a6b0001cb","Dwight Schrute","Grimes and Sons",788,,86,8,,12,"128acdc8-f933-40d7-9921-e83f69d24f66","ANNUAL",3.69,"91335","Neenah Paper Creative Collection Basic 8.5"" x 11"" Cardstock Paper, 65 lbs., 50 Sheets/Pack",2021-05-28 12:21:32.000,50,4,,"Love them! Took one star off because their express shipping is EXPENSIVE",2021-06-19 23:38:20.000,"86 La Follette Way","New Chesley",,41.790684,-76.355747,"REGULAR","West","HI",18868,"COMPLETED","Camofrog Frog","camofrog@grimes.com"
